DexNumber,Name,Type1,Type2,GenderRatio (M),GenderRatio (F),BaseStats (HP),BaseStats (Atk),BaseStats (Def),BaseStats (Spa),BaseStats (Spd),BaseStats (Spe),Abilities,Height (m),Weight (kg),Color,EvoLevel,Evos
825,Dottler,Bug,Psychic,0.5,0.5,50,35,80,50,90,30,0: Swarm 1: Compound Eyes H: Telepathy,0.4,19.5,Yellow,10,Orbeetle
826,Orbeetle,Bug,Psychic,0.5,0.5,60,45,110,80,120,90,0: Swarm 1: Frisk H: Telepathy,0.4,40.8,Red,30,
827,Nickit,Dark,null,0.5,0.5,40,28,28,47,52,50,0: Run Away 1: Unburden H: Stakeout,0.6,8.9,Brown,,Thievul
828,Thievul,Dark,null,0.5,0.5,70,58,58,87,92,90,0: Run Away 1: Unburden H: Stakeout,1.2,19.9,Brown,18,
829,Gossifleur,Grass,null,0.5,0.5,40,40,60,40,60,10,0: Cotton Down 1: Regenerator H: Effect Spore,0.4,2.2,Green,,Eldegoss
830,Eldegoss,Grass,null,0.5,0.5,60,50,90,80,120,60,0: Cotton Down 1: Regenerator H: Effect Spore,0.5,2.5,Green,20,
831,Wooloo,Normal,null,0.5,0.5,42,40,55,40,45,48,0: Fluffy 1: Run Away H: Bulletproof,0.6,6,White,,Dubwool
832,Dubwool,Normal,null,0.5,0.5,72,80,100,60,90,88,0: Fluffy 1: Steadfast H: Bulletproof,1.3,43,White,24,
833,Chewtle,Water,null,0.5,0.5,50,64,50,38,38,44,0: Strong Jaw 1: Shell Armor H: Swift Swim,0.3,8.5,Green,,Drednaw
834,Drednaw,Water,Rock,0.5,0.5,90,115,90,48,68,74,0: Strong Jaw 1: Shell Armor H: Swift Swim,1,115.5,Green,22,
835,Yamper,Electric,null,0.5,0.5,59,45,50,40,50,26,0: Ball Fetch H: Rattled,0.3,13.5,Yellow,,Boltund
836,Boltund,Electric,null,0.5,0.5,69,90,60,90,60,121,0: Strong Jaw H: Competitive,1,34,Yellow,25,
837,Rolycoly,Rock,null,0.5,0.5,30,40,50,40,50,30,0: Steam Engine 1: Heatproof H: Flash Fire,0.3,12,Black,,Carkol
838,Carkol,Rock,Fire,0.5,0.5,80,60,90,60,70,50,0: Steam Engine 1: Flame Body H: Flash Fire,1.1,78,Black,18,Coalossal
839,Coalossal,Rock,Fire,0.5,0.5,110,80,120,80,90,30,0: Steam Engine 1: Flame Body H: Flash Fire,2.8,310.5,Black,34,
840,Applin,Grass,Dragon,0.5,0.5,40,40,80,40,40,20,0: Ripen 1: Gluttony H: Bulletproof,0.2,0.5,Green,,Flapple
841,Flapple,Grass,Dragon,0.5,0.5,70,110,80,95,60,70,0: Ripen 1: Gluttony H: Hustle,0.3,1,Green,,
842,Appletun,Grass,Dragon,0.5,0.5,110,85,80,100,80,30,0: Ripen 1: Gluttony H: Thick Fat,0.4,13,Green,,
843,Silicobra,Ground,null,0.5,0.5,52,57,75,35,50,46,0: Sand Spit 1: Shed Skin H: Sand Veil,2.2,7.6,Green,,Sandaconda
844,Sandaconda,Ground,null,0.5,0.5,72,107,125,65,70,71,0: Sand Spit 1: Shed Skin H: Sand Veil,3.8,65.5,Green,36,
845,Cramorant,Flying,Water,0.5,0.5,70,85,55,85,95,85,0: Gulp Missile,0.8,18,Blue,,
845,Cramorant-Gulping,Flying,Water,0.5,0.5,70,85,55,85,95,85,0: Gulp Missile,0.8,18,Blue,,
845,Cramorant-Gorging,Flying,Water,0.5,0.5,70,85,55,85,95,85,0: Gulp Missile,0.8,18,Blue,,
846,Arrokuda,Water,null,0.5,0.5,41,63,40,40,30,66,0: Swift Swim H: Propeller Tail,0.5,1,Brown,,Barraskewda
847,Barraskewda,Water,null,0.5,0.5,61,123,60,60,50,136,0: Swift Swim H: Propeller Tail,1.3,30,Brown,26,
848,Toxel,Electric,Poison,0.5,0.5,40,38,35,54,35,40,0: Rattled 1: Static H: Klutz,0.4,11,Purple,,Toxtricity
849,Toxtricity,Electric,Poison,0.5,0.5,75,98,70,114,70,75,0: Punk Rock 1: Plus H: Technician,1.6,40,Purple,30,
849,Toxtricity-Low-Key,Electric,Poison,0.5,0.5,75,98,70,114,70,75,0: Punk Rock 1: Minus H: Technician,1.6,40,Purple,30,
850,Sizzlipede,Fire,Bug,0.5,0.5,50,65,45,50,50,45,0: Flash Fire 1: White Smoke H: Flame Body,0.7,1,Red,,Centiskorch
851,Centiskorch,Fire,Bug,0.5,0.5,100,115,65,90,90,65,0: Flash Fire 1: White Smoke H: Flame Body,3,120,Red,28,
852,Clobbopus,Fighting,null,0.5,0.5,50,68,60,50,50,32,0: Limber H: Technician,0.6,4,Brown,,Grapploct
853,Grapploct,Fighting,null,0.5,0.5,80,118,90,70,80,42,0: Limber H: Technician,1.6,39,Blue,,
854,Sinistea,Ghost,null,0.5,0.5,40,45,45,74,54,50,0: Weak Armor H: Cursed Body,0.1,0.2,Purple,,Polteageist
854,Sinistea-Antique,Ghost,null,0.5,0.5,40,45,45,74,54,50,0: Weak Armor H: Cursed Body,0.1,0.2,Purple,,Polteageist-Antique
855,Polteageist,Ghost,null,0.5,0.5,60,65,65,134,114,70,0: Weak Armor H: Cursed Body,0.2,0.4,Purple,,
855,Polteageist-Antique,Ghost,null,0.5,0.5,60,65,65,134,114,70,0: Weak Armor H: Cursed Body,0.2,0.4,Purple,,
856,Hatenna,Psychic,null,0.5,0.5,42,30,45,56,53,39,0: Healer 1: Anticipation H: Magic Bounce,0.4,3.4,Pink,,Hattrem
857,Hattrem,Psychic,null,0.5,0.5,57,40,65,86,73,49,0: Healer 1: Anticipation H: Magic Bounce,0.6,4.8,Pink,32,Hatterene
858,Hatterene,Psychic,Fairy,0.5,0.5,57,90,95,136,103,29,0: Healer 1: Anticipation H: Magic Bounce,2.1,5.1,Pink,42,
859,Impidimp,Dark,Fairy,0.5,0.5,45,45,30,55,40,50,0: Prankster 1: Frisk H: Pickpocket,0.4,5.5,Pink,,Morgrem
860,Morgrem,Dark,Fairy,0.5,0.5,65,60,45,75,55,70,0: Prankster 1: Frisk H: Pickpocket,0.8,12.5,Pink,32,Grimmsnarl
861,Grimmsnarl,Dark,Fairy,0.5,0.5,95,120,65,95,75,60,0: Prankster 1: Frisk H: Pickpocket,1.5,61,Purple,42,
862,Obstagoon,Dark,Normal,0.5,0.5,93,90,101,60,81,95,0: Reckless 1: Guts H: Defiant,1.6,46,Gray,35,
863,Perrserker,Steel,null,0.5,0.5,70,110,100,50,60,50,0: Battle Armor 1: Tough Claws H: Steely Spirit,0.8,28,Brown,28,
864,Cursola,Ghost,null,0.25,0.75,60,95,50,145,130,30,0: Weak Armor H: Perish Body,1,0.4,White,38,
865,Sirfetch\u2019d,Fighting,null,0.5,0.5,62,135,95,68,82,65,0: Steadfast H: Scrappy,0.8,117,White,,
866,Mr. Rime,Ice,Psychic,0.5,0.5,80,85,75,110,100,70,0: Tangled Feet 1: Screen Cleaner H: Ice Body,1.5,58.2,Purple,42,
867,Runerigus,Ground,Ghost,0.5,0.5,58,95,145,50,105,30,0: Wandering Spirit,1.6,66.6,Gray,,
868,Milcery,Fairy,null,0.5,0.5,45,40,40,50,61,34,0: Sweet Veil H: Aroma Veil,0.2,0.3,White,,Alcremie
869,Alcremie,Fairy,null,0.5,0.5,65,60,75,110,121,64,0: Sweet Veil H: Aroma Veil,0.3,0.5,White,,
870,Falinks,Fighting,null,0.5,0.5,65,100,100,70,60,75,0: Battle Armor H: Defiant,3,62,Yellow,,
871,Pincurchin,Electric,null,0.5,0.5,48,101,95,91,85,15,0: Lightning Rod H: Electric Surge,0.3,1,Purple,,
872,Snom,Ice,Bug,0.5,0.5,30,25,35,45,30,20,0: Shield Dust H: Ice Scales,0.3,3.8,White,,Frosmoth
873,Frosmoth,Ice,Bug,0.5,0.5,70,65,60,125,90,65,0: Shield Dust H: Ice Scales,1.3,42,White,,
874,Stonjourner,Rock,null,0.5,0.5,100,125,135,20,20,70,0: Power Spot,2.5,520,Gray,,
875,Eiscue,Ice,null,0.5,0.5,75,80,110,65,90,50,0: Ice Face,1.4,89,Blue,,
875,Eiscue-Noice,Ice,null,0.5,0.5,75,80,70,65,50,130,0: Ice Face,1.4,89,Blue,,
876,Indeedee,Psychic,Normal,0.5,0.5,60,65,55,105,95,95,0: Inner Focus 1: Synchronize H: Psychic Surge,0.9,28,Purple,,
876,Indeedee-F,Psychic,Normal,0.5,0.5,70,55,65,95,105,85,0: Own Tempo 1: Synchronize H: Psychic Surge,0.9,28,Purple,,
877,Morpeko,Electric,Dark,0.5,0.5,58,95,58,70,58,97,0: Hunger Switch,0.3,3,Yellow,,
877,Morpeko-Hangry,Electric,Dark,0.5,0.5,58,95,58,70,58,97,0: Hunger Switch,0.3,3,Purple,,
878,Cufant,Steel,null,0.5,0.5,72,80,49,40,49,40,0: Sheer Force H: Heavy Metal,1.2,100,Yellow,,Copperajah
879,Copperajah,Steel,null,0.5,0.5,122,130,69,80,69,30,0: Sheer Force H: Heavy Metal,3,650,Green,34,
880,Dracozolt,Electric,Dragon,0.5,0.5,90,100,90,80,70,75,0: Volt Absorb 1: Hustle H: Sand Rush,1.8,190,Green,,
881,Arctozolt,Electric,Ice,0.5,0.5,90,100,90,90,80,55,0: Volt Absorb 1: Static H: Slush Rush,2.3,150,Blue,,
882,Dracovish,Water,Dragon,0.5,0.5,90,90,100,70,80,75,0: Water Absorb 1: Strong Jaw H: Sand Rush,2.3,215,Green,,
883,Arctovish,Water,Ice,0.5,0.5,90,90,100,80,90,55,0: Water Absorb 1: Ice Body H: Slush Rush,2,175,Blue,,
884,Duraludon,Steel,Dragon,0.5,0.5,70,95,115,120,50,85,0: Light Metal 1: Heavy Metal H: Stalwart,1.8,40,White,,Archaludon
885,Dreepy,Dragon,Ghost,0.5,0.5,28,60,30,40,30,82,0: Clear Body 1: Infiltrator H: Cursed Body,0.5,2,Green,,Drakloak
886,Drakloak,Dragon,Ghost,0.5,0.5,68,80,50,60,50,102,0: Clear Body 1: Infiltrator H: Cursed Body,1.4,11,Green,50,Dragapult
887,Dragapult,Dragon,Ghost,0.5,0.5,88,120,75,100,75,142,0: Clear Body 1: Infiltrator H: Cursed Body,3,50,Green,60,
888,Zacian,Fairy,null,0.5,0.5,92,120,115,80,115,138,0: Intrepid Sword,2.8,110,Blue,,
888,Zacian-Crowned,Fairy,Steel,0.5,0.5,92,150,115,80,115,148,0: Intrepid Sword,2.8,355,Blue,,
889,Zamazenta,Fighting,null,0.5,0.5,92,120,115,80,115,138,0: Dauntless Shield,2.9,210,Red,,
889,Zamazenta-Crowned,Fighting,Steel,0.5,0.5,92,120,140,80,140,128,0: Dauntless Shield,2.9,785,Red,,
890,Eternatus,Poison,Dragon,0.5,0.5,140,85,95,145,95,130,0: Pressure,20,950,Purple,,
890,Eternatus-Eternamax,Poison,Dragon,0.5,0.5,255,115,250,125,250,130,0: Pressure,100,0,Purple,,
891,Kubfu,Fighting,null,0.875,0.125,60,90,60,53,50,72,0: Inner Focus,0.6,12,Gray,,Urshifu
892,Urshifu,Fighting,Dark,0.875,0.125,100,130,100,63,60,97,0: Unseen Fist,1.9,105,Gray,,
892,Urshifu-Rapid-Strike,Fighting,Water,0.875,0.125,100,130,100,63,60,97,0: Unseen Fist,1.9,105,Gray,,
893,Zarude,Dark,Grass,0.5,0.5,105,120,105,70,95,105,0: Leaf Guard,1.8,70,Black,,
893,Zarude-Dada,Dark,Grass,0.5,0.5,105,120,105,70,95,105,0: Leaf Guard,1.8,70,Black,,
894,Regieleki,Electric,null,0.5,0.5,80,100,50,100,50,200,0: Transistor,1.2,145,Yellow,,
895,Regidrago,Dragon,null,0.5,0.5,200,100,50,100,50,80,0: Dragon's Maw,2.1,200,Green,,
896,Glastrier,Ice,null,0.5,0.5,100,145,130,65,110,30,0: Chilling Neigh,2.2,800,White,,
897,Spectrier,Ghost,null,0.5,0.5,100,65,60,145,80,130,0: Grim Neigh,2,44.5,Black,,
898,Calyrex,Psychic,Grass,0.5,0.5,100,80,80,80,80,80,0: Unnerve,1.1,7.7,Green,,
898,Calyrex-Ice,Psychic,Ice,0.5,0.5,100,165,150,85,130,50,0: As One (Glastrier),2.4,809.1,White,,
898,Calyrex-Shadow,Psychic,Ghost,0.5,0.5,100,85,80,165,100,150,0: As One (Spectrier),2.4,53.6,Black,,
899,Wyrdeer,Normal,Psychic,0.5,0.5,103,105,72,105,75,65,0: Intimidate 1: Frisk H: Sap Sipper,1.8,95.1,Gray,,
900,Kleavor,Bug,Rock,0.5,0.5,70,135,95,45,70,85,0: Swarm 1: Sheer Force H: Sharpness,1.8,89,Brown,,
901,Ursaluna,Ground,Normal,0.5,0.5,130,140,105,45,80,50,0: Guts 1: Bulletproof H: Unnerve,2.4,290,Brown,,
901,Ursaluna-Bloodmoon,Ground,Normal,0.5,0.5,113,70,120,135,65,52,0: Mind's Eye,2.7,333,Brown,,
902,Basculegion,Water,Ghost,0.5,0.5,120,112,65,80,75,78,0: Swift Swim 1: Adaptability H: Mold Breaker,3,110,Green,,
902,Basculegion-F,Water,Ghost,0.5,0.5,120,92,65,100,75,78,0: Swift Swim 1: Adaptability H: Mold Breaker,3,110,Green,,
903,Sneasler,Fighting,Poison,0.5,0.5,80,130,60,40,80,120,0: Pressure 1: Unburden H: Poison Touch,1.3,43,Blue,,
904,Overqwil,Dark,Poison,0.5,0.5,85,115,95,65,65,85,0: Poison Point 1: Swift Swim H: Intimidate,2.5,60.5,Black,,
905,Enamorus,Fairy,Flying,0.5,0.5,74,115,70,135,80,106,0: Cute Charm H: Contrary,1.6,48,Pink,,
905,Enamorus-Therian,Fairy,Flying,0.5,0.5,74,115,110,135,100,46,0: Overcoat,1.6,48,Pink,,
906,Sprigatito,Grass,null,0.875,0.125,40,61,54,45,45,65,0: Overgrow H: Protean,0.4,4.1,Green,,Floragato
907,Floragato,Grass,null,0.875,0.125,61,80,63,60,63,83,0: Overgrow H: Protean,0.9,12.2,Green,16,Meowscarada
908,Meowscarada,Grass,Dark,0.875,0.125,76,110,70,81,70,123,0: Overgrow H: Protean,1.5,31.2,Green,36,
909,Fuecoco,Fire,null,0.875,0.125,67,45,59,63,40,36,0: Blaze H: Unaware,0.4,9.8,Red,,Crocalor
910,Crocalor,Fire,null,0.875,0.125,81,55,78,90,58,49,0: Blaze H: Unaware,1,30.7,Red,16,Skeledirge
911,Skeledirge,Fire,Ghost,0.875,0.125,104,75,100,110,75,66,0: Blaze H: Unaware,1.6,326.5,Red,36,
912,Quaxly,Water,null,0.875,0.125,55,65,45,50,45,50,0: Torrent H: Moxie,0.5,6.1,Blue,,Quaxwell
913,Quaxwell,Water,null,0.875,0.125,70,85,65,65,60,65,0: Torrent H: Moxie,1.2,21.5,Blue,16,Quaquaval
914,Quaquaval,Water,Fighting,0.875,0.125,85,120,80,85,75,85,0: Torrent H: Moxie,1.8,61.9,Blue,36,
915,Lechonk,Normal,null,0.5,0.5,54,45,40,35,45,35,0: Aroma Veil 1: Gluttony H: Thick Fat,0.5,10.2,Gray,,Oinkologne
916,Oinkologne,Normal,null,0.5,0.5,110,100,75,59,80,65,0: Lingering Aroma 1: Gluttony H: Thick Fat,1,120,Gray,18,
916,Oinkologne-F,Normal,null,0.5,0.5,115,90,70,59,90,65,0: Aroma Veil 1: Gluttony H: Thick Fat,1,120,Brown,18,
917,Tarountula,Bug,null,0.5,0.5,35,41,45,29,40,20,0: Insomnia H: Stakeout,0.3,4,White,,Spidops
918,Spidops,Bug,null,0.5,0.5,60,79,92,52,86,35,0: Insomnia H: Stakeout,1,16.5,Green,15,
919,Nymble,Bug,null,0.5,0.5,33,46,40,21,25,45,0: Swarm H: Tinted Lens,0.2,1,Gray,,Lokix
920,Lokix,Bug,Dark,0.5,0.5,71,102,78,52,55,92,0: Swarm H: Tinted Lens,1,17.5,Gray,24,
921,Pawmi,Electric,null,0.5,0.5,45,50,20,40,25,60,0: Static 1: Natural Cure H: Iron Fist,0.3,2.5,Yellow,,Pawmo
922,Pawmo,Electric,Fighting,0.5,0.5,60,75,40,50,40,85,0: Volt Absorb 1: Natural Cure H: Iron Fist,0.4,6.5,Yellow,18,Pawmot
923,Pawmot,Electric,Fighting,0.5,0.5,70,115,70,70,60,105,0: Volt Absorb 1: Natural Cure H: Iron Fist,0.9,41,Yellow,,
924,Tandemaus,Normal,null,0.5,0.5,50,50,45,40,45,75,0: Run Away 1: Pickup H: Own Tempo,0.3,1.8,White,,Maushold
925,Maushold,Normal,null,0.5,0.5,74,75,70,65,75,111,0: Friend Guard 1: Cheek Pouch H: Technician,0.3,2.3,White,25,
925,Maushold-Four,Normal,null,0.5,0.5,74,75,70,65,75,111,0: Friend Guard 1: Cheek Pouch H: Technician,0.3,2.8,White,25,
926,Fidough,Fairy,null,0.5,0.5,37,55,70,30,55,65,0: Own Tempo H: Klutz,0.3,10.9,Yellow,,Dachsbun
927,Dachsbun,Fairy,null,0.5,0.5,57,80,115,50,80,95,0: Well-Baked Body H: Aroma Veil,0.5,14.9,Brown,26,
928,Smoliv,Grass,Normal,0.5,0.5,41,35,45,58,51,30,0: Early Bird H: Harvest,0.3,6.5,Green,,Dolliv
929,Dolliv,Grass,Normal,0.5,0.5,52,53,60,78,78,33,0: Early Bird H: Harvest,0.6,11.9,Green,25,Arboliva
930,Arboliva,Grass,Normal,0.5,0.5,78,69,90,125,109,39,0: Seed Sower H: Harvest,1.4,48.2,Green,35,
931,Squawkabilly,Normal,Flying,0.5,0.5,82,96,51,45,51,92,0: Intimidate 1: Hustle H: Guts,0.6,2.4,Green,,
931,Squawkabilly-Blue,Normal,Flying,0.5,0.5,82,96,51,45,51,92,0: Intimidate 1: Hustle H: Guts,0.6,2.4,Blue,,
931,Squawkabilly-Yellow,Normal,Flying,0.5,0.5,82,96,51,45,51,92,0: Intimidate 1: Hustle H: Sheer Force,0.6,2.4,Yellow,,
931,Squawkabilly-White,Normal,Flying,0.5,0.5,82,96,51,45,51,92,0: Intimidate 1: Hustle H: Sheer Force,0.6,2.4,White,,
932,Nacli,Rock,null,0.5,0.5,55,55,75,35,35,25,0: Purifying Salt 1: Sturdy H: Clear Body,0.4,16,Brown,,Naclstack
933,Naclstack,Rock,null,0.5,0.5,60,60,100,35,65,35,0: Purifying Salt 1: Sturdy H: Clear Body,0.6,105,Brown,24,Garganacl
934,Garganacl,Rock,null,0.5,0.5,100,100,130,45,90,35,0: Purifying Salt 1: Sturdy H: Clear Body,2.3,240,Brown,38,
935,Charcadet,Fire,null,0.5,0.5,40,50,40,50,40,35,0: Flash Fire H: Flame Body,0.6,10.5,Red,,Armarouge
936,Armarouge,Fire,Psychic,0.5,0.5,85,60,100,125,80,75,0: Flash Fire H: Weak Armor,1.5,85,Red,,
937,Ceruledge,Fire,Ghost,0.5,0.5,75,125,80,60,100,85,0: Flash Fire H: Weak Armor,1.6,62,Purple,,
938,Tadbulb,Electric,null,0.5,0.5,61,31,41,59,35,45,0: Own Tempo 1: Static H: Damp,0.3,0.4,Yellow,,Bellibolt
939,Bellibolt,Electric,null,0.5,0.5,109,64,91,103,83,45,0: Electromorphosis 1: Static H: Damp,1.2,113,Green,,
940,Wattrel,Electric,Flying,0.5,0.5,40,40,35,55,40,70,0: Wind Power 1: Volt Absorb H: Competitive,0.4,3.6,Black,,Kilowattrel
941,Kilowattrel,Electric,Flying,0.5,0.5,70,70,60,105,60,125,0: Wind Power 1: Volt Absorb H: Competitive,1.4,38.6,Yellow,25,
942,Maschiff,Dark,null,0.5,0.5,60,78,60,40,51,51,0: Intimidate 1: Run Away H: Stakeout,0.5,16,Brown,,Mabosstiff
943,Mabosstiff,Dark,null,0.5,0.5,80,120,90,60,70,85,0: Intimidate 1: Guard Dog H: Stakeout,1.1,61,Gray,30,
944,Shroodle,Poison,Normal,0.5,0.5,40,65,35,40,35,75,0: Unburden 1: Pickpocket H: Prankster,0.2,0.7,Gray,,Grafaiai
945,Grafaiai,Poison,Normal,0.5,0.5,63,95,65,80,72,110,0: Unburden 1: Poison Touch H: Prankster,0.7,27.2,Gray,28,
946,Bramblin,Grass,Ghost,0.5,0.5,40,65,30,45,35,60,0: Wind Rider H: Infiltrator,0.6,0.6,Brown,,Brambleghast
947,Brambleghast,Grass,Ghost,0.5,0.5,55,115,70,80,70,90,0: Wind Rider H: Infiltrator,1.2,6,Brown,,
948,Toedscool,Ground,Grass,0.5,0.5,40,40,35,50,100,70,0: Mycelium Might,0.9,33,Yellow,,Toedscruel
949,Toedscruel,Ground,Grass,0.5,0.5,80,70,65,80,120,100,0: Mycelium Might,1.9,58,Black,30,
950,Klawf,Rock,null,0.5,0.5,70,100,115,35,55,75,0: Anger Shell 1: Shell Armor H: Regenerator,1.3,79,Red,,
951,Capsakid,Grass,null,0.5,0.5,50,62,40,62,40,50,0: Chlorophyll 1: Insomnia H: Klutz,0.3,3,Green,,Scovillain
952,Scovillain,Grass,Fire,0.5,0.5,65,108,65,108,65,75,0: Chlorophyll 1: Insomnia H: Moody,0.9,15,Green,,
953,Rellor,Bug,null,0.5,0.5,41,50,60,31,58,30,0: Compound Eyes H: Shed Skin,0.2,1,Brown,,Rabsca
954,Rabsca,Bug,Psychic,0.5,0.5,75,50,85,115,100,45,0: Synchronize H: Telepathy,0.3,3.5,Green,,
955,Flittle,Psychic,null,0.5,0.5,30,35,30,55,30,75,0: Anticipation 1: Frisk H: Speed Boost,0.2,1.5,Yellow,,Espathra
956,Espathra,Psychic,null,0.5,0.5,95,60,60,101,60,105,0: Opportunist 1: Frisk H: Speed Boost,1.9,90,Yellow,35,
957,Tinkatink,Fairy,Steel,0.5,0.5,50,45,45,35,64,58,0: Mold Breaker 1: Own Tempo H: Pickpocket,0.4,8.9,Pink,,Tinkatuff
958,Tinkatuff,Fairy,Steel,0.5,0.5,65,55,55,45,82,78,0: Mold Breaker 1: Own Tempo H: Pickpocket,0.7,59.1,Pink,24,Tinkaton
959,Tinkaton,Fairy,Steel,0.5,0.5,85,75,77,70,105,94,0: Mold Breaker 1: Own Tempo H: Pickpocket,0.7,112.8,Pink,38,
960,Wiglett,Water,null,0.5,0.5,10,55,25,35,25,95,0: Gooey 1: Rattled H: Sand Veil,1.2,1.8,White,,Wugtrio
961,Wugtrio,Water,null,0.5,0.5,35,100,50,50,70,120,0: Gooey 1: Rattled H: Sand Veil,1.2,5.4,Red,26,
962,Bombirdier,Flying,Dark,0.5,0.5,70,103,85,60,85,82,0: Big Pecks 1: Keen Eye H: Rocky Payload,1.5,42.9,White,,
963,Finizen,Water,null,0.5,0.5,70,45,40,45,40,75,0: Water Veil,1.3,60.2,Blue,,Palafin
964,Palafin,Water,null,0.5,0.5,100,70,72,53,62,100,0: Zero to Hero,1.3,60.2,Blue,38,
964,Palafin-Hero,Water,null,0.5,0.5,100,160,97,106,87,100,0: Zero to Hero,1.8,97.4,Blue,,
965,Varoom,Steel,Poison,0.5,0.5,45,70,63,30,45,47,0: Overcoat H: Slow Start,1,35,Gray,,Revavroom
966,Revavroom,Steel,Poison,0.5,0.5,80,119,90,54,67,90,0: Overcoat H: Filter,1.8,120,Gray,40,
967,Cyclizar,Dragon,Normal,0.5,0.5,70,95,65,85,65,121,0: Shed Skin H: Regenerator,1.6,63,Green,,
968,Orthworm,Steel,null,0.5,0.5,70,85,145,60,55,65,0: Earth Eater H: Sand Veil,2.5,310,Pink,,
969,Glimmet,Rock,Poison,0.5,0.5,48,35,42,105,60,60,0: Toxic Debris H: Corrosion,0.7,8,Blue,,Glimmora
970,Glimmora,Rock,Poison,0.5,0.5,83,55,90,130,81,86,0: Toxic Debris H: Corrosion,1.5,45,Blue,35,
971,Greavard,Ghost,null,0.5,0.5,50,61,60,30,55,34,0: Pickup H: Fluffy,0.6,35,White,,Houndstone
972,Houndstone,Ghost,null,0.5,0.5,72,101,100,50,97,68,0: Sand Rush H: Fluffy,2,15,White,30,
973,Flamigo,Flying,Fighting,0.5,0.5,82,115,74,75,64,90,0: Scrappy 1: Tangled Feet H: Costar,1.6,37,Pink,,
974,Cetoddle,Ice,null,0.5,0.5,108,68,45,30,40,43,0: Thick Fat 1: Snow Cloak H: Sheer Force,1.2,45,White,,Cetitan
975,Cetitan,Ice,null,0.5,0.5,170,113,65,45,55,73,0: Thick Fat 1: Slush Rush H: Sheer Force,4.5,700,White,,
976,Veluza,Water,Psychic,0.5,0.5,90,102,73,78,65,70,0: Mold Breaker H: Sharpness,2.5,90,Gray,,
977,Dondozo,Water,null,0.5,0.5,150,100,115,65,65,35,0: Unaware 1: Oblivious H: Water Veil,12,220,Blue,,
978,Tatsugiri,Dragon,Water,0.5,0.5,68,50,60,120,95,82,0: Commander H: Storm Drain,0.3,8,Red,,
979,Annihilape,Fighting,Ghost,0.5,0.5,110,115,80,50,90,90,0: Vital Spirit 1: Inner Focus H: Defiant,1.2,56,Gray,,
980,Clodsire,Poison,Ground,0.5,0.5,130,75,60,45,100,20,0: Poison Point 1: Water Absorb H: Unaware,1.8,223,Brown,20,
981,Farigiraf,Normal,Psychic,0.5,0.5,120,90,70,110,70,60,0: Cud Chew 1: Armor Tail H: Sap Sipper,3.2,160,Brown,,
982,Dudunsparce,Normal,null,0.5,0.5,125,100,80,85,75,55,0: Serene Grace 1: Run Away H: Rattled,3.6,39.2,Yellow,,
982,Dudunsparce-Three-Segment,Normal,null,0.5,0.5,125,100,80,85,75,55,0: Serene Grace 1: Run Away H: Rattled,4.5,47.4,Yellow,,
983,Kingambit,Dark,Steel,0.5,0.5,100,135,120,60,85,50,0: Defiant 1: Supreme Overlord H: Pressure,2,120,Black,,
984,Great Tusk,Ground,Fighting,0.5,0.5,115,131,131,53,53,87,0: Protosynthesis,2.2,320,Purple,,
985,Scream Tail,Fairy,Psychic,0.5,0.5,115,65,99,65,115,111,0: Protosynthesis,1.2,8,Pink,,
986,Brute Bonnet,Grass,Dark,0.5,0.5,111,127,99,79,99,55,0: Protosynthesis,1.2,21,White,,
987,Flutter Mane,Ghost,Fairy,0.5,0.5,55,55,55,135,135,135,0: Protosynthesis,1.4,4,Gray,,
988,Slither Wing,Bug,Fighting,0.5,0.5,85,135,79,85,105,81,0: Protosynthesis,3.2,92,White,,
989,Sandy Shocks,Electric,Ground,0.5,0.5,85,81,97,121,85,101,0: Protosynthesis,2.3,60,Gray,,
990,Iron Treads,Ground,Steel,0.5,0.5,90,112,120,72,70,106,0: Quark Drive,0.9,240,Gray,,
991,Iron Bundle,Ice,Water,0.5,0.5,56,80,114,124,60,136,0: Quark Drive,0.6,11,Red,,
992,Iron Hands,Fighting,Electric,0.5,0.5,154,140,108,50,68,50,0: Quark Drive,1.8,380.7,Gray,,
993,Iron Jugulis,Dark,Flying,0.5,0.5,94,80,86,122,80,108,0: Quark Drive,1.3,111,Blue,,
994,Iron Moth,Fire,Poison,0.5,0.5,80,70,60,140,110,110,0: Quark Drive,1.2,36,White,,
995,Iron Thorns,Rock,Electric,0.5,0.5,100,134,110,70,84,72,0: Quark Drive,1.6,303,Green,,
996,Frigibax,Dragon,Ice,0.5,0.5,65,75,45,35,45,55,0: Thermal Exchange H: Ice Body,0.5,17,Gray,,Arctibax
997,Arctibax,Dragon,Ice,0.5,0.5,90,95,66,45,65,62,0: Thermal Exchange H: Ice Body,0.8,30,Blue,35,Baxcalibur
998,Baxcalibur,Dragon,Ice,0.5,0.5,115,145,92,75,86,87,0: Thermal Exchange H: Ice Body,2.1,210,Blue,54,
999,Gimmighoul,Ghost,null,0.5,0.5,45,30,70,75,70,10,0: Rattled,0.3,5,Red,,Gholdengo
999,Gimmighoul-Roaming,Ghost,null,0.5,0.5,45,30,25,75,45,80,0: Run Away,0.1,0.1,Gray,,Gholdengo
1000,Gholdengo,Steel,Ghost,0.5,0.5,87,60,95,133,91,84,0: Good as Gold,1.2,30,Yellow,,
